Time,Spine3_LeftShoulder_LeftArm_Angle,Spine3_LeftShoulder_LeftArm_Angle_Velocity,Spine3_RightShoulder_RightArm_Angle,Spine3_RightShoulder_RightArm_Angle_Velocity,LeftShoulder_LeftArm_LeftForeArm_Angle,LeftShoulder_LeftArm_LeftForeArm_Angle_Velocity,RightShoulder_RightArm_RightForeArm_Angle,RightShoulder_RightArm_RightForeArm_Angle_Velocity,Hips_LeftUpLeg_LeftLeg_Angle,Hips_LeftUpLeg_LeftLeg_Angle_Velocity,Hips_RightUpLeg_RightLeg_Angle,Hips_RightUpLeg_RightLeg_Angle_Velocity,LeftUpLeg_LeftLeg_LeftFoot_Angle,LeftUpLeg_LeftLeg_LeftFoot_Angle_Velocity,RightUpLeg_RightLeg_RightFoot_Angle,RightUpLeg_RightLeg_RightFoot_Angle_Velocity,Hips_Spine1_Spine3_Angle,Hips_Spine1_Spine3_Angle_Velocity,Spine1_Spine3_Head_Angle,Spine1_Spine3_Head_Angle_Velocity
71167.70285712,73.60940727395668,2.7887247512990143,73.6415147675966,-80.34246741479251,2.5876534089242065,2604.149955416278,2.5571815706382828,2635.6367022693635,89.942251172282,138.9646733482988,90.07889931158365,-195.94795102956198,1.4998068815187209,42.59169873797662,1.1995548714813278,790.9861613358952,-0.00023232651307646303,0.8497689090003856,-0.029369758227713916,74.77420961243264
71167.71119455522,73.63264664688417,2.652231520269197,72.97199420580667,-75.34737046208363,24.28890303739319,2441.6360737115992,24.52082075621631,2471.367235802596,91.10029011685116,130.1609410170687,88.44599971967064,-183.72375280102318,1.8547377043351927,39.82401887253838,7.791106215947122,741.7933456808552,0.00684908106192675,0.8013103579298521,0.5937486552092247,70.17403841995187
71167.71953199043,73.65361113262783,2.3792450582078573,72.38572525989521,-65.35717655666673,43.281587970784194,2116.6083103022424,43.74663550068155,2142.8283028690616,92.11160018923314,112.55347635460765,87.01683676489994,-159.2753563439456,2.1635405293943606,34.28865914166191,13.562777299495579,643.407714370775,0.013122846119087738,0.704393255788785,1.140197548771484,60.97369603499035
71167.72786942565,73.67230073118763,2.106258596145665,71.88270792986222,-55.36698265125068,59.56570820909723,1791.5805468928859,60.234625804034,1814.289369935526,92.97618138942795,94.9460116921449,85.79141044727155,-134.82695988686885,2.4262153566962246,28.753299410785456,18.514568122126704,545.022083060695,0.0185889686584065,0.607476153647718,1.6099769224590639,51.77335365002882
71167.73620686086,73.68871544256359,1.833272134096262,71.4629422157077,-45.37678874582525,73.14126375233229,1466.5527834835425,73.98479166627365,1485.7504370020067,93.69403371743556,77.3385470296941,84.76972076678545,-110.37856342977932,2.642762186240785,23.21793967990952,22.646478683840495,446.6364517506188,0.02324744867988304,0.510559051506657,2.003086776271964,42.57301126506774
71167.74454429607,73.7028552667559,1.5676620094552618,71.1264281174318,-35.30168223561617,84.00825460048961,1136.1375925454531,84.99713308740078,1152.4160879967828,94.26515717325618,59.636316464156494,83.95176772344189,-85.800877521161,2.81318101802805,17.66696621936573,25.958508984637017,347.8277512637941,0.02709828618351745,0.4130333267701141,2.319527110210193,33.339266439787515
71167.75288173129,73.71484314272118,1.2842926682179723,70.8745808451141,-24.612913248253108,92.07689029475651,786.7129892418637,93.19172646622003,799.6271619364715,94.6879723251715,40.819904909905915,83.33970614143277,-59.68751189895784,2.9372116232302137,11.7574505813693,28.443607871570396,242.8109428182507,0.03013133745938494,0.30970120207198915,2.5587412169350894,23.52493709293495
71167.7612191665,73.72426014455954,0.9867319511212713,70.71621289662758,-14.003572290066586,97.12013775452067,444.8461116181804,98.32425245300864,453.2534147746941,94.94548892175462,22.03120513911699,82.95697585845926,-33.61741069292805,3.009138527717538,5.8271996605384135,30.005358031607862,137.7913945587214,0.03225997288471727,0.20692343850010897,2.711609395092442,13.700516872847865
71167.7695566017,73.73128867523987,0.7182821540871487,70.64118797361299,-4.92802047199433,99.49099215505952,155.35431108476558,100.74595004579827,159.23147783878477,95.05515907749012,5.915245293711564,82.7794159632173,-11.23789919012438,3.0343316175725206,0.7275666186956897,30.740131114215753,47.52500120892783,0.03358006143438676,0.11853874692719285,2.787083164815887,5.247076530996315
71167.77789403693,73.73623151379432,0.4902678556462092,70.63407922209434,2.1135439067651873,99.7093762726001,-66.37973349344549,100.97811041698839,-66.67531695552157,95.04407634331648,-6.6023747987887305,82.76967753862385,6.191058499710493,3.021264638029133,-3.239470411147165,30.797441385089993,-22.902484634574094,0.03423561866683715,0.048982091616356915,2.7990606706090473,-1.3624519668906832
71167.78623147214,73.7394598061673,0.3078468226840414,70.6764137053924,6.8949505571441705,98.38466326350209,-214.28208957654903,99.63469476320624,-218.03405965814875,94.9451194975103,-15.072856647070125,82.88260027154581,18.071247087114557,2.980340444053401,-5.918429721970835,30.35842303697285,-71.05768194065327,0.034396429627992706,-4.8028008894918095e-06,2.7643756320343758,-5.902821335040276
71167.79456890735,73.74136229417239,0.17059741468528955,70.74899506471341,9.454991550907152,96.13800811299095,-290.9809769783453,97.3442094226859,-297.19756296981785,94.79286206586531,-19.51988015915532,83.07086499007576,24.454291611828296,2.9226241426629525,-7.301576765772051,29.613146686079105,-97.1178192054208,0.03423553862015566,-0.029196652054237493,2.7006803150250427,-8.392195085907597
