Time,Spine3_LeftShoulder_LeftArm_Angle,Spine3_LeftShoulder_LeftArm_Angle_Velocity,Spine3_RightShoulder_RightArm_Angle,Spine3_RightShoulder_RightArm_Angle_Velocity,LeftShoulder_LeftArm_LeftForeArm_Angle,LeftShoulder_LeftArm_LeftForeArm_Angle_Velocity,RightShoulder_RightArm_RightForeArm_Angle,RightShoulder_RightArm_RightForeArm_Angle_Velocity,Hips_LeftUpLeg_LeftLeg_Angle,Hips_LeftUpLeg_LeftLeg_Angle_Velocity,Hips_RightUpLeg_RightLeg_Angle,Hips_RightUpLeg_RightLeg_Angle_Velocity,LeftUpLeg_LeftLeg_LeftFoot_Angle,LeftUpLeg_LeftLeg_LeftFoot_Angle_Velocity,RightUpLeg_RightLeg_RightFoot_Angle,RightUpLeg_RightLeg_RightFoot_Angle_Velocity,Hips_Spine1_Spine3_Angle,Hips_Spine1_Spine3_Angle_Velocity,Spine1_Spine3_Head_Angle,Spine1_Spine3_Head_Angle_Velocity
73678.68678672,73.62807648057058,19.754760998760617,73.61641774007049,9.16792349339687,3.598371426262497,2527.9271438844244,3.6555404195456744,2594.1180908786064,89.79261557926615,-368.2974840697477,90.03251323343832,51.071464917775415,2.2055540146538983,717.6230061843905,1.578113144455563,66.77094747625323,0.006781083619129291,6.925978936728724,0.037453597753155723,38.154454349755945
73678.69512335074,73.79269948889359,18.61421555610775,73.69281710251546,8.420728235414003,24.6644309586327,2369.0677951460966,25.273191176867392,2431.6994892629828,86.72346987868492,-345.105749618574,90.45810877441978,47.84715681487967,8.185745732857153,672.1201139641693,2.134537706757673,62.97499861127007,0.06449757475853532,6.4771577780646465,0.35540738400112193,35.75134438727423
73678.70345998148,73.93831340650571,16.333124670800316,73.75676321066072,6.926337719449123,43.08283467869744,2051.34909766944,44.18386524059539,2106.862286031736,84.04085308562325,-298.7222807162266,90.82996584701965,41.39854060908817,13.40755591405672,581.1143295237265,2.6276964546433974,55.38310088130376,0.11473371325354007,5.579515460736491,0.6333093375410596,30.945124462310815
73678.71179661222,74.06491823340693,14.052033785492029,73.80825606450628,5.431947203485947,58.8535825864567,1733.6304001927836,60.38756261072966,1782.0250828004891,81.74476520008115,-252.33881181388,91.14808445123792,34.949924403295825,17.870984558252594,490.1085450832836,3.057589388112736,47.79120315133746,0.1574894991041435,4.681873143408336,0.8711594583729688,26.138904537347404
73678.72013324295,74.17251396959725,11.770942900193972,73.84729566405215,3.937556687532151,71.9766746819105,1415.9117027161433,73.88428328727021,1457.1878795692546,79.83520622205859,-205.95534291152404,91.41246458707458,28.501308197516266,21.57603166544478,399.1027606428442,3.4242165071656885,40.19930542137189,0.19276493231034567,3.784230826080223,1.0689577464968496,21.3326846123842
73678.72846987369,74.26110061507683,9.481165747385205,73.87388200929848,2.4095614243498176,82.45211096505909,1091.4834063869396,84.67402727021724,1126.502834454195,78.31217615155575,-159.25607686676756,91.62310625452986,22.009032724143083,24.52269723563333,307.5296053150136,3.7275778118022673,32.6836194536444,0.22056001287214722,2.878413327962504,1.2267042019127055,16.505227033989424
73678.73680650441,74.33053339872033,7.052849763864231,73.88745502112465,0.7864963808867742,90.16806478835949,748.9682464057475,92.65933052817346,776.963688966155,77.18093827427913,-109.65617438424829,91.77928179914363,15.111920213964822,26.701525087361674,210.22338306122748,3.9689434980597618,24.67443950211157,0.2407384877763874,1.9162975061211507,1.3440448637300066,11.373161969186176
73678.74514313515,74.37864811114123,4.626680779671233,73.88699028231326,-0.7936270357382114,94.93491507182155,416.5214898950626,97.62342208631982,435.8246112743507,76.48457324515161,-60.26148853755274,91.87497159142927,8.241910272747077,28.02642028665379,113.20502879244785,4.1388184701707935,16.47890428219066,0.25249830464083306,0.9613715375563747,1.4162569013991417,6.240836344767833
73678.75347976589,74.40764474504819,2.5328030853214045,73.87422790386235,-2.109083514081078,97.11008961994386,136.61913112896286,99.92307404941263,147.48020845009336,76.17658013198658,-17.952773370353725,91.91664697035608,2.3594268402052876,28.588275567235804,30.077388211391565,4.243591902762939,9.283203533446667,0.2567613467356603,0.14690687951514403,1.4480588028094705,1.8319293929150327
73678.76181639663,74.42086149589659,0.8772302636444351,73.85183889041191,-3.068594354287768,97.2119005906376,-76.0869460697478,100.08142556048804,-72.78197713315677,76.18536035564571,14.874946005707557,91.91429537209936,-2.1993182948386902,28.52771009017698,-34.39550995445167,4.293538529061571,3.460658476952556,0.2549467526327521,-0.47945199200580213,1.4467890579477256,-1.6020322543258736
