k,permutations,seed,accuracy,auroc,perm_p,perm_auc_mean,perm_auc_std,perm_auc_ci_low_2p5,perm_auc_ci_high_97p5
3,1000,42,0.7857142857142857,0.7755102040816326,0.011988011988011988,0.5017551020408163,0.11915062913924404,0.2653061224489796,0.7346938775510203
