k,metric,n,mean_delta,sd,t_stat,t_p,wilcoxon_stat,wilcoxon_p,cohen_d,boot_n,boot_seed,boot_ci_low,boot_ci_high
3,varweighted,7,3.0912678324210887,1.3394796081419735,6.105898044856994,0.0008797594597806254,0.0,0.015625,2.3078125367724454,10000,7,2.2127037291020484,4.032731394427708
