feature,PC,abs_loading,family
RightShoulder_RightArm_RightForeArm_Angle_CV,PC11,0.3000682009621202,CV
RightShoulder_RightArm_RightForeArm_Angle_STD,PC11,0.12525146319376032,STD
RightShoulder_RightArm_RightForeArm_Angle_ZeroCross,PC11,0.3913459719530293,ZeroCross
RightUpLeg_RightLeg_RightFoot_Angle_CV,PC11,0.08627607329083398,CV
RightUpLeg_RightLeg_RightFoot_Angle_STD,PC11,0.004898604592203202,STD
RightUpLeg_RightLeg_RightFoot_Angle_ZeroCross,PC11,0.01651169993458873,ZeroCross
Spine1_Spine3_Head_Angle_CV,PC11,0.041487979167860574,CV
Spine1_Spine3_Head_Angle_STD,PC11,0.19412383259790564,STD
Spine1_Spine3_Head_Angle_ZeroCross,PC11,0.2430801657529497,ZeroCross
Spine3_LeftShoulder_LeftArm_Angle_CV,PC11,0.28556659851254734,CV
Spine3_LeftShoulder_LeftArm_Angle_STD,PC11,0.01535592566283837,STD
Spine3_LeftShoulder_LeftArm_Angle_ZeroCross,PC11,0.24485663789121984,ZeroCross
Spine3_RightShoulder_RightArm_Angle_CV,PC11,0.04237512859211979,CV
Spine3_RightShoulder_RightArm_Angle_STD,PC11,0.013755401140900094,STD
Spine3_RightShoulder_RightArm_Angle_ZeroCross,PC11,0.3259627935124833,ZeroCross
Hips_LeftUpLeg_LeftLeg_Angle_CV,PC12,0.021567107193890173,CV
Hips_LeftUpLeg_LeftLeg_Angle_STD,PC12,0.0817606824141665,STD
Hips_LeftUpLeg_LeftLeg_Angle_ZeroCross,PC12,0.3135330885775918,ZeroCross
Hips_RightUpLeg_RightLeg_Angle_CV,PC12,0.19330827071921045,CV
Hips_RightUpLeg_RightLeg_Angle_STD,PC12,0.24599374083036785,STD
Hips_RightUpLeg_RightLeg_Angle_ZeroCross,PC12,0.20134449366477758,ZeroCross
Hips_Spine1_Spine3_Angle_CV,PC12,0.011446809252145383,CV
Hips_Spine1_Spine3_Angle_STD,PC12,0.03227840692598302,STD
Hips_Spine1_Spine3_Angle_ZeroCross,PC12,0.2585058197164998,ZeroCross
LeftShoulder_LeftArm_LeftForeArm_Angle_CV,PC12,0.10735126457168377,CV
LeftShoulder_LeftArm_LeftForeArm_Angle_STD,PC12,0.2021518206905003,STD
LeftShoulder_LeftArm_LeftForeArm_Angle_ZeroCross,PC12,0.0827779480795818,ZeroCross
LeftUpLeg_LeftLeg_LeftFoot_Angle_CV,PC12,0.18081742164148035,CV
LeftUpLeg_LeftLeg_LeftFoot_Angle_STD,PC12,0.20435561542203895,STD
LeftUpLeg_LeftLeg_LeftFoot_Angle_ZeroCross,PC12,0.21512987483211723,ZeroCross
RightShoulder_RightArm_RightForeArm_Angle_CV,PC12,0.08171613366595402,CV
RightShoulder_RightArm_RightForeArm_Angle_STD,PC12,0.041413077699813075,STD
RightShoulder_RightArm_RightForeArm_Angle_ZeroCross,PC12,0.11797168474574314,ZeroCross
RightUpLeg_RightLeg_RightFoot_Angle_CV,PC12,0.19056534277555134,CV
RightUpLeg_RightLeg_RightFoot_Angle_STD,PC12,0.07637872926810398,STD
RightUpLeg_RightLeg_RightFoot_Angle_ZeroCross,PC12,0.3929088799874845,ZeroCross
Spine1_Spine3_Head_Angle_CV,PC12,0.124232751318989,CV
Spine1_Spine3_Head_Angle_STD,PC12,0.29384630011146873,STD
Spine1_Spine3_Head_Angle_ZeroCross,PC12,0.08687090377890197,ZeroCross
Spine3_LeftShoulder_LeftArm_Angle_CV,PC12,0.02636519887241989,CV
Spine3_LeftShoulder_LeftArm_Angle_STD,PC12,0.06891003752692963,STD
Spine3_LeftShoulder_LeftArm_Angle_ZeroCross,PC12,0.019055947105942647,ZeroCross
Spine3_RightShoulder_RightArm_Angle_CV,PC12,0.15022319959349612,CV
Spine3_RightShoulder_RightArm_Angle_STD,PC12,0.006844287296798192,STD
Spine3_RightShoulder_RightArm_Angle_ZeroCross,PC12,0.38931552701212235,ZeroCross
Hips_LeftUpLeg_LeftLeg_Angle_CV,PC13,0.18438465936085957,CV
Hips_LeftUpLeg_LeftLeg_Angle_STD,PC13,0.18328376854345552,STD
Hips_LeftUpLeg_LeftLeg_Angle_ZeroCross,PC13,0.09125711178742325,ZeroCross
Hips_RightUpLeg_RightLeg_Angle_CV,PC13,0.05029020034894495,CV
Hips_RightUpLeg_RightLeg_Angle_STD,PC13,0.1152369041899587,STD
Hips_RightUpLeg_RightLeg_Angle_ZeroCross,PC13,0.2652456030446104,ZeroCross
Hips_Spine1_Spine3_Angle_CV,PC13,0.19041995978831253,CV
Hips_Spine1_Spine3_Angle_STD,PC13,0.13721830178712355,STD
Hips_Spine1_Spine3_Angle_ZeroCross,PC13,0.3214065328218999,ZeroCross
LeftShoulder_LeftArm_LeftForeArm_Angle_CV,PC13,0.004693191760105131,CV
LeftShoulder_LeftArm_LeftForeArm_Angle_STD,PC13,0.10132683056485232,STD
LeftShoulder_LeftArm_LeftForeArm_Angle_ZeroCross,PC13,0.19806984453558743,ZeroCross
LeftUpLeg_LeftLeg_LeftFoot_Angle_CV,PC13,0.016542063573837376,CV
LeftUpLeg_LeftLeg_LeftFoot_Angle_STD,PC13,0.09233394705992527,STD
LeftUpLeg_LeftLeg_LeftFoot_Angle_ZeroCross,PC13,0.27293954779342966,ZeroCross
RightShoulder_RightArm_RightForeArm_Angle_CV,PC13,0.15015028464657484,CV
RightShoulder_RightArm_RightForeArm_Angle_STD,PC13,0.0949042914809407,STD
RightShoulder_RightArm_RightForeArm_Angle_ZeroCross,PC13,0.004482663043431381,ZeroCross
RightUpLeg_RightLeg_RightFoot_Angle_CV,PC13,0.022151662669420737,CV
RightUpLeg_RightLeg_RightFoot_Angle_STD,PC13,0.2023508017660028,STD
RightUpLeg_RightLeg_RightFoot_Angle_ZeroCross,PC13,0.3055487497264113,ZeroCross
Spine1_Spine3_Head_Angle_CV,PC13,0.1794171736025013,CV
Spine1_Spine3_Head_Angle_STD,PC13,0.08432540423913004,STD
Spine1_Spine3_Head_Angle_ZeroCross,PC13,0.251017790581247,ZeroCross
Spine3_LeftShoulder_LeftArm_Angle_CV,PC13,0.2908865263879686,CV
Spine3_LeftShoulder_LeftArm_Angle_STD,PC13,0.17890869169924434,STD
Spine3_LeftShoulder_LeftArm_Angle_ZeroCross,PC13,0.0758140381688267,ZeroCross
Spine3_RightShoulder_RightArm_Angle_CV,PC13,0.3185816524910704,CV
Spine3_RightShoulder_RightArm_Angle_STD,PC13,0.18909533525710037,STD
Spine3_RightShoulder_RightArm_Angle_ZeroCross,PC13,0.13567835300716197,ZeroCross
Hips_LeftUpLeg_LeftLeg_Angle_CV,PC14,0.13700035466766547,CV
Hips_LeftUpLeg_LeftLeg_Angle_STD,PC14,0.07924190700719605,STD
Hips_LeftUpLeg_LeftLeg_Angle_ZeroCross,PC14,0.38509273404346467,ZeroCross
Hips_RightUpLeg_RightLeg_Angle_CV,PC14,0.24447956519416122,CV
Hips_RightUpLeg_RightLeg_Angle_STD,PC14,0.010944620435006195,STD
Hips_RightUpLeg_RightLeg_Angle_ZeroCross,PC14,0.059657119569691455,ZeroCross
Hips_Spine1_Spine3_Angle_CV,PC14,0.3745791544175962,CV
Hips_Spine1_Spine3_Angle_STD,PC14,0.18521841676402168,STD
Hips_Spine1_Spine3_Angle_ZeroCross,PC14,0.18573464460862668,ZeroCross
LeftShoulder_LeftArm_LeftForeArm_Angle_CV,PC14,0.06654270842531486,CV
LeftShoulder_LeftArm_LeftForeArm_Angle_STD,PC14,0.5256175314247464,STD
LeftShoulder_LeftArm_LeftForeArm_Angle_ZeroCross,PC14,0.24720046167245785,ZeroCross
LeftUpLeg_LeftLeg_LeftFoot_Angle_CV,PC14,0.11737670267328257,CV
LeftUpLeg_LeftLeg_LeftFoot_Angle_STD,PC14,0.09621600635093076,STD
LeftUpLeg_LeftLeg_LeftFoot_Angle_ZeroCross,PC14,0.0032278076073299798,ZeroCross
RightShoulder_RightArm_RightForeArm_Angle_CV,PC14,0.13771683686499428,CV
RightShoulder_RightArm_RightForeArm_Angle_STD,PC14,0.03098725086874142,STD
RightShoulder_RightArm_RightForeArm_Angle_ZeroCross,PC14,0.2025158417774676,ZeroCross
RightUpLeg_RightLeg_RightFoot_Angle_CV,PC14,0.03066674702607518,CV
RightUpLeg_RightLeg_RightFoot_Angle_STD,PC14,0.1442549422285687,STD
RightUpLeg_RightLeg_RightFoot_Angle_ZeroCross,PC14,0.028149644851670326,ZeroCross
Spine1_Spine3_Head_Angle_CV,PC14,0.0502654540419732,CV
Spine1_Spine3_Head_Angle_STD,PC14,0.031562627790299995,STD
Spine1_Spine3_Head_Angle_ZeroCross,PC14,0.09074584206811075,ZeroCross
Spine3_LeftShoulder_LeftArm_Angle_CV,PC14,0.09217159513174615,CV
Spine3_LeftShoulder_LeftArm_Angle_STD,PC14,0.07067771765312751,STD
Spine3_LeftShoulder_LeftArm_Angle_ZeroCross,PC14,0.05262033642163581,ZeroCross
Spine3_RightShoulder_RightArm_Angle_CV,PC14,0.2096671088575288,CV
Spine3_RightShoulder_RightArm_Angle_STD,PC14,0.15613486668023668,STD
Spine3_RightShoulder_RightArm_Angle_ZeroCross,PC14,0.09696087351496105,ZeroCross
