k,permutations,seed,accuracy,auroc,logloss,auprc,perm_p,perm_auc_mean,perm_auc_std,perm_auc_ci_low_2p5,perm_auc_ci_high_97p5
3,1000,42,0.7857142857142857,1.0,0.49198565491647495,1.0,0.000999000999000999,0.5011224489795918,0.13221426003428036,0.2448979591836735,0.7556122448979586
