PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,Participant,Session
2.293378275381636,-0.4934312881391176,2.721779268936136,-0.6488201972990578,-0.635381127578293,-1.5869968589314933,0.7959015268513101,-0.14843278165482854,-0.144877171373164,0.09354135018059033,1.128699667010014,0.10694058761581268,-0.21307337308264226,2.9878859680194475e-16,101,First
3.1151839137429076,1.2831135095320927,-1.5716635435667712,-0.1955854771436736,2.0087654339187315,-2.3055312707494737,-0.28912955485975556,-1.0330211069704904,0.5990504515458063,0.2413441593404133,-0.3992137789958373,0.23732727796021072,0.06799349394374533,2.9878859680194564e-16,101,Last
-1.7103055260559898,0.6518225856666511,-0.17954772237017574,-2.082366355200001,1.9056914085712011,1.8510457847195079,-0.8994264812631749,-0.37863861139115784,-0.2075157646757059,-0.45658862421856644,0.6102707325114894,0.29985477142822375,0.14487137299413938,2.98788596801945e-16,508,First
-6.7032479118039685,5.147156769152285,1.3014307043962345,-1.219079440028008,-0.8209725644900717,-0.1782142432119981,0.9469173370954789,-0.9349751580187706,-0.08521715717650752,0.02038932977531416,-0.49773916819465897,-0.2435677694500928,-0.03248238887919525,2.9878859680194554e-16,508,Last
-2.1579439019700777,-2.427585390518841,-3.1558869333661064,0.36879161657595816,-2.13955716662071,-0.7427597503344655,-0.8652903134216705,-0.6568168648041146,-0.9772674713765696,-0.09897077646098391,0.11610825179206484,0.38877268760776573,0.0926269985959385,2.9878859680194515e-16,615,First
-3.3134796215683187,1.0143251790956527,-0.6645849220353998,1.6096811853010036,-0.2189375037606016,0.7832786752788051,-0.9236122242641643,0.09934716811024502,1.0826189963320574,1.1534375624307216,0.46757664293282236,-0.1372096011164857,-0.12153711473124759,2.9878859680194524e-16,615,Last
-1.6283521560792216,-7.425550873306287,0.637435250774631,1.0552082420061848,0.45507214436248933,0.9093960803463543,1.3758973143322233,-0.9277226348702317,0.5424720854932246,-0.30422959657097026,-0.22426056211161233,0.08021813519670029,-0.0041657341201306415,2.987885968019452e-16,631,First
3.2756925497446345,-1.5386957263262662,1.5153841765969922,-1.9685846515927532,-1.8339090658210406,0.3092234605396068,-1.099704429481887,0.528671562877789,1.0005516506073553,-0.2205135988833473,-0.5581097136829419,0.17029637385329377,-0.061146700537937373,2.987885968019456e-16,631,Last
4.915366070525423,0.8910625879337228,2.1360745463093003,0.9942050283637386,-0.3319599298132301,0.8230029116456182,-0.19442757199438104,-0.5602668472116583,-0.6849545255878621,0.5076533066925266,-0.12788224972732304,-0.400727858317208,0.5255979132024883,2.987885968019454e-16,762,First
4.3064265088063065,2.8654831746158376,-0.5390552253433044,1.3228781097681706,0.19062366264329897,1.2529312556695753,-0.07990123990511909,-0.39359526576658044,-0.5826956799914664,-0.35682205345970786,-0.25637585795238976,0.0007418329085899733,-0.6102452837060738,2.9878859680194495e-16,762,Last
-3.334397759181669,-1.3717240190365747,1.5196804367516614,1.2492805415186836,0.8827835985524511,-1.2903936031739325,-1.260603758455128,0.8687305204119197,-0.22720704052062618,-0.8471580777388776,-0.07338046955857229,-0.6573954997876911,-0.018079598890959198,2.9878859680194515e-16,863,First
-1.5759092606209577,1.375923146712368,1.2455207527252306,1.042975380797132,0.5420561785774922,-0.05810394172965017,0.5859262577096183,1.6129775750257387,-0.37497152186002974,0.2299022056562534,-0.3247247656505856,0.9815775830744914,0.10884233097420054,2.9878859680194564e-16,863,Last
0.49622383218849997,-3.042979131067172,-1.982444628547889,-1.950971232610793,0.6696426992459485,0.03480000043576088,0.6794377242790668,1.1069067256957972,-0.6756440073661345,0.8348740897876541,-0.2101138797608529,-0.5542954803235851,-0.13710494653349553,2.9878859680194534e-16,892,First
2.0213649868907964,3.071079475685643,-2.9841221612605366,0.4223872495434148,-0.6739177677876655,0.19832149949579023,1.2280154133775822,0.816835718566341,0.73565715594962,-0.7968592765310221,0.34914515138838803,-0.2725330406500263,0.25790303077116833,2.9878859680194524e-16,892,Last
