,Hips_LeftUpLeg_LeftLeg_Angle_CV,Hips_LeftUpLeg_LeftLeg_Angle_RMS,Hips_LeftUpLeg_LeftLeg_Angle_STD,Hips_LeftUpLeg_LeftLeg_Angle_ZeroCross,Hips_RightUpLeg_RightLeg_Angle_CV,Hips_RightUpLeg_RightLeg_Angle_RMS,Hips_RightUpLeg_RightLeg_Angle_STD,Hips_RightUpLeg_RightLeg_Angle_ZeroCross,Hips_Spine1_Spine3_Angle_CV,Hips_Spine1_Spine3_Angle_RMS,Hips_Spine1_Spine3_Angle_STD,Hips_Spine1_Spine3_Angle_ZeroCross,LeftShoulder_LeftArm_LeftForeArm_Angle_CV,LeftShoulder_LeftArm_LeftForeArm_Angle_RMS,LeftShoulder_LeftArm_LeftForeArm_Angle_STD,LeftShoulder_LeftArm_LeftForeArm_Angle_ZeroCross,LeftUpLeg_LeftLeg_LeftFoot_Angle_CV,LeftUpLeg_LeftLeg_LeftFoot_Angle_RMS,LeftUpLeg_LeftLeg_LeftFoot_Angle_STD,LeftUpLeg_LeftLeg_LeftFoot_Angle_ZeroCross,MeanActiveJoints,RightShoulder_RightArm_RightForeArm_Angle_CV,RightShoulder_RightArm_RightForeArm_Angle_RMS,RightShoulder_RightArm_RightForeArm_Angle_STD,RightShoulder_RightArm_RightForeArm_Angle_ZeroCross,RightUpLeg_RightLeg_RightFoot_Angle_CV,RightUpLeg_RightLeg_RightFoot_Angle_RMS,RightUpLeg_RightLeg_RightFoot_Angle_STD,RightUpLeg_RightLeg_RightFoot_Angle_ZeroCross,Spine1_Spine3_Head_Angle_CV,Spine1_Spine3_Head_Angle_RMS,Spine1_Spine3_Head_Angle_STD,Spine1_Spine3_Head_Angle_ZeroCross,Spine3_LeftShoulder_LeftArm_Angle_CV,Spine3_LeftShoulder_LeftArm_Angle_RMS,Spine3_LeftShoulder_LeftArm_Angle_STD,Spine3_LeftShoulder_LeftArm_Angle_ZeroCross,Spine3_RightShoulder_RightArm_Angle_CV,Spine3_RightShoulder_RightArm_Angle_RMS,Spine3_RightShoulder_RightArm_Angle_STD,Spine3_RightShoulder_RightArm_Angle_ZeroCross
Spine1_Spine3_Head_Angle_CV,-0.41024491870646473,0.03781757271272204,0.03814471819998042,0.18704697515501975,-0.04969660457930338,0.11001595568313871,0.11007457099718017,0.22933173024728065,0.6456887679373567,-0.25622972243024894,-0.25643988899038755,0.33477257124145693,0.0830639958756571,0.3587183215138906,0.3587293217296218,0.3760672177112821,0.5009217889622652,0.06765959263971244,0.0676189772435139,0.03557334290963759,-0.23308478000025634,0.13528236514704411,0.22081856373193529,0.2208107151843941,0.332111453988044,0.17736753342927764,0.026445398856128087,0.026380557363637716,0.13988298729337362,1.0,0.09995428078746292,0.10011714274414808,0.28418648020116183,-0.172530183244493,0.05370781551605396,0.05370695858616675,0.3510298426299197,0.04702700290680319,0.05461654002599042,0.0546081917019177,0.4317176366304992
Spine1_Spine3_Head_Angle_RMS,0.29452399115547273,0.5742706888425252,0.574282532687852,-0.17133310325736167,0.37876596991812345,0.4301748877410882,0.43014065893219333,-0.23969131232998744,-0.4232110803605667,0.5850314491866208,0.5848353980950101,-0.1441273539952252,0.3374965939902448,0.2547713468625997,0.2547298293423038,-0.14997536566298966,-0.47163967106925064,0.1734708127156461,0.17338635614852482,-0.5216990970016485,0.6905749426061063,0.23340910281436988,0.18945265122724353,0.18948033908742232,-0.21008376523994304,-0.25880813948655623,0.2536522304538381,0.2536403385111112,-0.6354908355077983,0.09995428078746292,1.0,0.9999999318533771,-0.09629183492234111,0.5194491562289695,0.6780361652956358,0.6780408760330962,-0.3707100446136189,0.39648102304594507,0.5613015849854576,0.5613052133131697,-0.32812558598511926
Spine1_Spine3_Head_Angle_STD,0.2942331723770938,0.5742831684855852,0.5742953443993721,-0.17114991012185987,0.3785921984800597,0.4302189700131628,0.430184744560817,-0.2394393962096961,-0.42307505036299686,0.5850458431489914,0.5848498583258692,-0.1438879326017238,0.33738369585510664,0.2548985367557436,0.25485705953697546,-0.14978733231321525,-0.47146222977860025,0.17364770387337405,0.17356327443826078,-0.521526331424797,0.6905928504969985,0.23333429987421228,0.18952341558279048,0.18955111084078985,-0.209862675472273,-0.25876634644765517,0.25379469309286573,0.2537828154164069,-0.63531272360435,0.10011714274414808,0.9999999318533771,1.0,-0.09608957684259987,0.5193326559720635,0.678120323177209,0.6781250402088272,-0.3705147098307767,0.3964808100139607,0.5613816328481648,0.5613852598039917,-0.3279278360043709
Spine1_Spine3_Head_Angle_ZeroCross,-0.35897971055189565,0.4393883241726841,0.4399084603001209,0.874891795499098,0.0724532581512893,0.5694822057370675,0.569511969706253,0.8114272109085133,0.018816888331540393,0.20822770738804094,0.2081316030160571,0.9151655292516384,0.20269858656858228,0.7552687505536869,0.7552986893283438,0.7982807305194015,0.5754632429831861,0.8028539306329531,0.8028760945439501,0.38597438898472824,0.35064521944099786,0.33260800785633077,0.5769840185148208,0.5769756547252017,0.8907671916648717,0.2619379780096259,0.6806536136194635,0.6806120517364871,0.5795446681946135,0.28418648020116183,-0.09629183492234111,-0.09608957684259987,1.0,0.08025743178048952,0.44439482581215606,0.44439123561663063,0.8407175617501116,0.22035749337627045,0.4994330231060671,0.4994254966990357,0.6541600865329599
Spine3_LeftShoulder_LeftArm_Angle_CV,0.4495355571170683,0.5329679234923501,0.532739104901397,-0.01938003515699443,0.5679690458812703,0.5099490818390746,0.5099704092086295,-0.14715919950160403,-0.6135948840173895,0.6675434990499182,0.6674080543040707,-0.10461762669083537,0.64038327123901,0.2395999541582464,0.2395402976663244,-0.024492147192805503,-0.32866140022155876,0.1523142826911406,0.15225018151577957,-0.5745838130013625,0.7430901979220642,0.30003218939111836,0.10902362316870554,0.10902412695261118,-0.17573174289570967,0.005027127747866416,0.17331096819825859,0.1733568361302361,-0.44301964822525886,-0.172530183244493,0.5194491562289695,0.5193326559720635,0.08025743178048952,1.0,0.7242027026157745,0.724188488862206,-0.25851600688698834,0.8113478271619984,0.7848131985428848,0.7848167255348881,-0.43348907131648173
Spine3_LeftShoulder_LeftArm_Angle_RMS,-0.02643350562204338,0.5961828668656538,0.5964380229184112,0.39169539130236863,0.22432489447263027,0.6479075362479048,0.6479243379695878,0.37429167239563527,-0.53288648216201,0.6540789802453562,0.6539877520290649,0.3637834931243848,0.32416753420118904,0.547694271523186,0.5476953862605219,0.4312720274588786,-0.2406718784622927,0.4661063996250044,0.46606748887448685,-0.16195037849290903,0.8027909060371992,0.11779516448493177,0.3371266807964724,0.3371604561284276,0.3114750180319938,-0.25664142636718984,0.46458471610726343,0.46459807057161806,-0.18795423028668437,0.05370781551605396,0.6780361652956358,0.678120323177209,0.44439482581215606,0.7242027026157745,1.0,0.9999999993244881,0.11518443947054068,0.5768335655515259,0.9241619144066835,0.9241642612154719,0.06391951227600554
Spine3_LeftShoulder_LeftArm_Angle_STD,-0.026450323105932913,0.5961800660357854,0.5964352375434386,0.3916964693345996,0.2243054397618814,0.6479042303096663,0.6479210304315798,0.3743011631757495,-0.5328803253614828,0.6540756791400343,0.6539844572652899,0.3637883826492689,0.32414796381674155,0.5476903568858312,0.5476914745181112,0.43126616628425885,-0.24067504187597735,0.46611316327482993,0.4660742534505411,-0.16193677668384196,0.8027874254457963,0.11777729113592046,0.3371220183359582,0.3371557971672256,0.3114716807407009,-0.2566475705791468,0.46459221538316164,0.464605568222994,-0.18795516787044703,0.05370695858616675,0.6780408760330962,0.6781250402088272,0.44439123561663063,0.724188488862206,0.9999999993244881,1.0,0.11518830473673422,0.576825173873568,0.9241589492354113,0.9241612961620229,0.0639242614477301
Spine3_LeftShoulder_LeftArm_Angle_ZeroCross,-0.5090113200911252,0.1379161520269502,0.13841592798774724,0.8672373863302438,-0.16634337789538928,0.25970528954272176,0.25973866977552656,0.8343127926593991,0.25374995522901195,-0.16775045885905907,-0.1677845860486978,0.8665123377050074,-0.12237229861068422,0.5825582046143148,0.5826107334805626,0.706453807370305,0.6000419456676902,0.6293444070093467,0.6293860457891931,0.5307642315157021,-0.016787108720280813,0.15310114864164537,0.5206969924613831,0.520711204118752,0.8064547445906779,0.35519561144302736,0.459394015106847,0.4592601456895762,0.6391982239007795,0.3510298426299197,-0.3707100446136189,-0.3705147098307767,0.8407175617501116,-0.25851600688698834,0.11518443947054068,0.11518830473673422,1.0,-0.05366877142324199,0.17660180969869102,0.1765947384366745,0.8283362113176338
Spine3_RightShoulder_RightArm_Angle_CV,0.35291132688767995,0.6317186993622133,0.6317502905176052,0.012478799585646166,0.5853718994134485,0.587501774301702,0.5875008473599134,-0.07090819090979208,-0.31902626523654476,0.6312497230208735,0.6311716557660926,0.05524103253556673,0.571136327051622,0.2249287646629422,0.2248963306818337,0.01934887705636073,0.046415271050176385,0.338567886815217,0.3385177430240731,-0.532908539345705,0.6276158038949624,0.32249234711049357,0.04031579073404433,0.04031966665629809,-0.060367006788780535,0.39469630111808085,0.4084732026551136,0.4085811014533006,-0.3357034802609326,0.04702700290680319,0.39648102304594507,0.3964808100139607,0.22035749337627045,0.8113478271619984,0.5768335655515259,0.576825173873568,-0.05366877142324199,1.0,0.7615461025924152,0.7615448405244745,-0.4046328615215137
Spine3_RightShoulder_RightArm_Angle_RMS,0.08477253935666566,0.7060928407522503,0.7063082335002233,0.3468103209664337,0.3531484645661751,0.7286296033986944,0.7286397720696544,0.3042699700323185,-0.4359159405481183,0.6844453197835376,0.6842739627845285,0.37084105874713696,0.3565663228517504,0.5446027994538506,0.5445850911135319,0.40914047612427024,-0.042150711274699625,0.557179749880081,0.5571197132916778,-0.3247446120595289,0.795695703986494,0.2046513170723388,0.3283400319357197,0.32836792556716815,0.30110489282175784,-0.03267368114029561,0.6001917703788726,0.6002244545762521,-0.22922799383308068,0.05461654002599042,0.5613015849854576,0.5613816328481648,0.4994330231060671,0.7848131985428848,0.9241619144066835,0.9241589492354113,0.17660180969869102,0.7615461025924152,1.0,0.9999999998496163,-0.04539957312659711
Spine3_RightShoulder_RightArm_Angle_STD,0.08477446540437066,0.7060897552632577,0.7063051458869005,0.34680421985708576,0.3531474530499166,0.7286265259300361,0.7286366943064272,0.3042660849821049,-0.43591992455972856,0.6844490431227972,0.6842776938759817,0.3708363597943257,0.3565662497425194,0.5446003873209639,0.5445826799755226,0.4091351389567852,-0.04215885627112911,0.5571769475998365,0.5571169123358752,-0.3247473521649805,0.7957001969800346,0.20464888707310822,0.32834088020186514,0.3283687745832656,0.3010981059999895,-0.03267934274511645,0.6001861086264278,0.6002187923308495,-0.22923147110761474,0.0546081917019177,0.5613052133131697,0.5613852598039917,0.4994254966990357,0.7848167255348881,0.9241642612154719,0.9241612961620229,0.1765947384366745,0.7615448405244745,0.9999999998496163,1.0,-0.04540312820106346
Spine3_RightShoulder_RightArm_Angle_ZeroCross,-0.6914315404281425,-0.13326351600860253,-0.13277368571629328,0.7381276736493935,-0.3877513745963402,0.05746485485571918,0.057524457717488715,0.8171480682335849,0.34228018690344786,-0.3273474158403662,-0.3273698097399009,0.772757683341186,-0.251690866937664,0.5028093084358092,0.5028739258537233,0.7527089381633969,0.43980481465749127,0.3852847707526817,0.3853448802999307,0.7226554530061778,-0.1873807954220694,-0.07786980244701404,0.4546253622157898,0.45464003003416753,0.8050720014027971,-0.010999236361346438,0.17320176645290133,0.1730435462827346,0.773480262800659,0.4317176366304992,-0.32812558598511926,-0.3279278360043709,0.6541600865329599,-0.43348907131648173,0.06391951227600554,0.0639242614477301,0.8283362113176338,-0.4046328615215137,-0.04539957312659711,-0.04540312820106346,1.0
